,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
617,volkswagen polo,Delhi,2013,64000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.9
618,maruti vitara,Pune,2016,21558,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.9
619,bmw 3,Mumbai,2013,37500,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,16.75
624,bmw 3,Chennai,2009,137000,Diesel,Automatic,Second & Above,13.2,1995.0,170.0,5.0,9.0
626,mahindra xuv500,Kochi,2016,51884,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12.46
627,hyundai i20,Delhi,2014,67407,Diesel,Manual,First,21.27,1396.0,88.76,5.0,4.65
628,toyota fortuner,Hyderabad,2014,107825,Diesel,Manual,First,13.0,2982.0,168.5,7.0,20.5
640,bmw 5,Coimbatore,2016,19658,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,35.84
643,hyundai verna,Coimbatore,2016,37882,Diesel,Manual,First,22.32,1582.0,126.3,5.0,9.19
644,bmw 3,Bangalore,2014,69330,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,23.5
648,tata indica,Jaipur,2009,82000,Diesel,Manual,Second & Above,13.5,1405.0,123.95847826488415,5.0,0.75
649,mahindra xuv500,Delhi,2012,72450,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.1
650,maruti ciaz,Jaipur,2017,36381,Diesel,Manual,First,28.09,1248.0,88.5,5.0,9.75
651,mercedes-benz new,Coimbatore,2017,25559,Diesel,Automatic,First,19.71,2143.0,201.15,5.0,37.93
653,toyota fortuner,Jaipur,2015,94000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,20.5
656,hyundai i20,Chennai,2009,47000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,2.8
659,audi a6,Coimbatore,2014,49964,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,23.89
660,toyota innova,Mumbai,2014,35000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,12.75
661,hyundai grand,Jaipur,2014,64000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.15
663,toyota innova,Delhi,2012,78600,Diesel,Manual,First,12.8,2494.0,102.0,7.0,8.9
664,hyundai verna,Jaipur,2008,170000,Diesel,Manual,Second & Above,16.8,1493.0,110.0,5.0,1.5
665,maruti ritz,Pune,2015,65000,Diesel,Manual,Second & Above,23.2,1248.0,73.94,5.0,3.27
666,audi q7,Pune,2008,120300,Diesel,Automatic,Second & Above,12.07,2967.0,241.4,7.0,18.0
668,maruti vitara,Coimbatore,2017,18108,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.31
672,volkswagen polo,Hyderabad,2012,62000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.65
673,maruti ertiga,Hyderabad,2015,59000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.5
674,maruti swift,Jaipur,2015,60000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,6.25
675,mercedes-benz new,Bangalore,2007,39037,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,9.25
678,hyundai verna,Jaipur,2012,75200,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.25
679,maruti ciaz,Kochi,2017,41217,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.4
683,honda amaze,Bangalore,2013,33800,Diesel,Manual,Second & Above,25.8,1498.0,98.6,5.0,4.7
684,hyundai i20,Hyderabad,2015,86157,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.5
685,maruti ritz,Hyderabad,2012,146824,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.55
688,maruti vitara,Pune,2017,38000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.99
694,audi a6,Hyderabad,2014,48000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,29.0
695,ford ecosport,Bangalore,2013,62084,Diesel,Manual,First,22.77,1498.0,98.59,5.0,6.6
697,toyota innova,Bangalore,2017,64798,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.75
698,ford figo,Jaipur,2010,100002,Diesel,Manual,Second & Above,20.0,1399.0,68.0,5.0,1.28
701,land rover,Chennai,2011,109000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,16.5
703,ford endeavour,Coimbatore,2017,50484,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,31.12
706,mercedes-benz e-class,Chennai,2017,34000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,36.0
710,renault duster,Jaipur,2014,75000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,7.5
711,mercedes-benz new,Hyderabad,2012,86000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,19.0
715,bmw 3,Kolkata,2013,38998,Diesel,Automatic,First,16.07,1995.0,181.0,4.0,17.0
717,audi a4,Bangalore,2013,45979,Diesel,Automatic,Second & Above,17.11,1968.0,174.33,5.0,19.5
719,audi q7,Coimbatore,2015,46983,Diesel,Automatic,Second & Above,12.07,2967.0,241.4,7.0,43.35
720,chevrolet beat,Bangalore,2012,40700,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.65
723,bmw 3,Ahmedabad,2015,100000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,24.75
730,bmw 3,Kochi,2015,58390,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,19.86
731,hyundai grand,Kolkata,2017,14000,Diesel,Manual,First,24.0,1186.0,73.97,5.0,4.9
734,maruti swift,Kolkata,2012,52241,Diesel,Manual,First,25.2,1248.0,74.0,5.0,2.9
735,maruti baleno,Coimbatore,2018,25433,Diesel,Manual,First,27.39,1248.0,74.0,5.0,7.83
738,maruti swift,Hyderabad,2016,54631,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.25
739,maruti swift,Bangalore,2007,60000,Diesel,Manual,Second & Above,17.8,1248.0,123.95847826488415,5.0,3.4
741,maruti ertiga,Ahmedabad,2017,63939,Diesel,Manual,First,25.47,1248.0,88.5,7.0,7.75
743,maruti swift,Delhi,2015,63000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.9
747,tata indica,Chennai,2008,77650,Diesel,Manual,First,17.2,1396.0,53.5,5.0,1.15
749,land rover,Mumbai,2008,55001,Diesel,Automatic,Second & Above,18.822213351075625,1784.8572624529093,123.95847826488415,5.279646017699115,26.5
752,mercedes-benz e-class,Kochi,2017,43368,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,31.94
754,mahindra xuv500,Ahmedabad,2015,72007,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.9
762,ford figo,Kolkata,2015,72035,Diesel,Manual,First,25.5,1498.0,99.0,5.0,2.5
766,bmw 3,Coimbatore,2016,14351,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,35.55
768,mahindra scorpio,Chennai,2005,50000,Diesel,Manual,First,12.7,2609.0,116.6,8.0,1.94
769,tata indica,Hyderabad,2016,73000,Diesel,Manual,First,25.0,1396.0,69.0,5.0,2.2
771,toyota innova,Chennai,2016,50000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,15.65
772,mercedes-benz new,Coimbatore,2018,36797,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.47
774,toyota innova,Ahmedabad,2013,94000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,8.85
775,toyota fortuner,Bangalore,2013,74000,Diesel,Manual,Second & Above,12.55,2982.0,168.5,7.0,17.9
777,hyundai verna,Bangalore,2012,67000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.25
780,ford fiesta,Pune,2007,112808,Diesel,Manual,Second & Above,17.8,1399.0,68.0,5.0,2.05
781,ford figo,Coimbatore,2014,74980,Diesel,Manual,First,20.0,1399.0,68.0,5.0,4.08
786,mercedes-benz e-class,Delhi,2013,70000,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,15.8
789,mahindra xuv500,Coimbatore,2016,56532,Diesel,Manual,First,16.0,2179.0,140.0,7.0,15.54
792,ford endeavour,Jaipur,2008,205000,Diesel,Manual,Second & Above,13.1,2499.0,141.0,7.0,3.9
793,hyundai verna,Hyderabad,2011,98000,Diesel,Manual,Second & Above,22.32,1582.0,126.32,5.0,5.2
796,mahindra xuv500,Coimbatore,2019,19654,Diesel,Automatic,First,14.0,2179.0,155.0,7.0,17.63
797,maruti sx4,Mumbai,2017,26000,Diesel,Manual,First,23.65,1248.0,88.5,5.0,9.75
799,volkswagen polo,Hyderabad,2011,75020,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.1
800,toyota fortuner,Hyderabad,2011,157000,Diesel,Manual,First,12.55,2982.0,168.5,7.0,11.99
801,mahindra xuv500,Kochi,2017,43773,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13.54
804,maruti swift,Pune,2013,88000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.75
806,ford endeavour,Coimbatore,2017,59636,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,29.2
809,honda amaze,Hyderabad,2018,12000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,8.5
812,maruti ertiga,Kochi,2013,39929,Diesel,Manual,First,20.77,1248.0,88.8,7.0,6.56
818,bmw 5,Coimbatore,2013,108640,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,23.29
819,bmw 3,Mumbai,2016,38000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,23.99
821,mercedes-benz e-class,Mumbai,2011,47000,Diesel,Automatic,Second & Above,14.21,2143.0,203.0,5.0,13.9
822,audi a6,Kolkata,2013,31000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,18.95
826,volkswagen polo,Ahmedabad,2013,55000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.25
831,hyundai i20,Chennai,2017,12000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.3
833,hyundai i20,Bangalore,2017,43000,Diesel,Manual,Second & Above,22.54,1396.0,88.73,5.0,8.2
835,ford figo,Pune,2015,92000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,4.25
837,hyundai grand,Kochi,2016,52625,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.58
841,skoda octavia,Mumbai,2014,84000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,10.75
844,volkswagen vento,Jaipur,2013,125000,Diesel,Manual,Second & Above,20.54,1598.0,103.6,5.0,6.25
845,bmw 3,Pune,2011,99606,Diesel,Automatic,Second & Above,16.07,1995.0,181.0,5.0,10.5
846,maruti ertiga,Mumbai,2014,64000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.25
847,ford figo,Hyderabad,2013,51000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.2
849,audi a6,Coimbatore,2009,48040,Diesel,Automatic,Second & Above,16.77,2967.0,241.38,5.0,12.07
850,toyota innova,Pune,2017,43200,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.6
851,hyundai verna,Delhi,2013,66000,Diesel,Automatic,First,22.32,1582.0,126.3,5.0,5.7
853,audi a4,Delhi,2011,46000,Diesel,Automatic,Second & Above,16.55,1968.0,147.51,5.0,10.99
854,audi a4,Kolkata,2012,47346,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,14.5
857,hyundai verna,Coimbatore,2015,72996,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.11
860,toyota innova,Kolkata,2011,98000,Diesel,Manual,Second & Above,12.8,2494.0,102.0,8.0,5.5
863,volkswagen vento,Jaipur,2014,72000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,4.75
866,mercedes-benz e-class,Coimbatore,2018,56652,Diesel,Automatic,First,13.0,2987.0,258.0,5.0,50.29
867,toyota fortuner,Mumbai,2010,41650,Diesel,Manual,Second & Above,11.5,2982.0,171.0,7.0,10.99
869,hyundai xcent,Jaipur,2018,25302,Diesel,Manual,First,25.4,1186.0,73.97,5.0,5.9
873,toyota fortuner,Coimbatore,2015,101337,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,21.67
874,audi a4,Ahmedabad,2011,59000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,12.5
875,toyota innova,Kochi,2018,41736,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.92
876,honda city,Jaipur,2014,71649,Diesel,Manual,First,25.1,1498.0,98.6,5.0,6.75
877,honda city,Kochi,2015,80606,Diesel,Manual,First,25.1,1498.0,98.6,5.0,6.96
879,maruti swift,Hyderabad,2018,5456,Diesel,Manual,First,28.4,1248.0,74.0,5.0,8.65
881,mahindra xuv500,Delhi,2011,66000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,5.5
890,maruti swift,Bangalore,2014,25789,Diesel,Manual,Second & Above,23.4,1248.0,74.0,5.0,6.85
891,honda amaze,Delhi,2015,48000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.5
892,maruti swift,Delhi,2012,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,3.55
894,mahindra scorpio,Hyderabad,2008,131000,Diesel,Manual,First,10.5,2609.0,120.0,7.0,3.6
895,mercedes-benz e-class,Kochi,2015,42076,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,21.8
896,toyota fortuner,Mumbai,2012,76000,Diesel,Manual,Second & Above,13.0,2982.0,168.5,7.0,13.5
900,honda city,Coimbatore,2016,60805,Diesel,Manual,First,26.0,1498.0,98.6,5.0,8.07
902,audi a6,Hyderabad,2013,70181,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,23.99
903,maruti ertiga,Coimbatore,2016,85827,Diesel,Manual,First,20.77,1248.0,88.76,7.0,7.5
904,mercedes-benz new,Jaipur,2016,58205,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,27.0
905,maruti swift,Mumbai,2008,91000,Diesel,Manual,Second & Above,19.3,1248.0,73.9,5.0,2.85
906,renault duster,Pune,2012,74000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.35
907,maruti ritz,Hyderabad,2010,79324,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.3
909,maruti swift,Coimbatore,2014,59923,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6.46
916,maruti swift,Hyderabad,2010,130000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.65
923,toyota fortuner,Delhi,2011,75000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,10.85
927,hyundai creta,Kolkata,2015,43000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9.25
929,ford ecosport,Chennai,2015,80000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.0
934,toyota etios,Kolkata,2012,60000,Diesel,Manual,First,23.59,1364.0,123.95847826488415,5.0,2.95
935,renault duster,Jaipur,2015,91000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.75
938,hyundai creta,Coimbatore,2017,63770,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.55
941,land rover,Kochi,2018,31427,Diesel,Automatic,First,15.68,1999.0,177.0,5.0,59.72
942,maruti baleno,Kolkata,2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,6.5
943,maruti ciaz,Ahmedabad,2016,56000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.5
949,hyundai verna,Hyderabad,2013,82966,Diesel,Manual,First,16.8,1493.0,110.0,5.0,7.2
950,maruti swift,Jaipur,2014,96000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.8
952,toyota innova,Coimbatore,2018,92056,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.39
954,honda jazz,Mumbai,2016,38000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.21
956,hyundai i20,Delhi,2012,71000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.7
957,mercedes-benz new,Pune,2015,50000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,30.0
964,audi a4,Kolkata,2009,34000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,9.95
965,toyota innova,Mumbai,2014,95000,Diesel,Manual,Second & Above,12.8,2494.0,102.0,8.0,9.45
969,skoda rapid,Ahmedabad,2015,60001,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,7.25
970,maruti ritz,Hyderabad,2012,96000,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.6
974,volkswagen polo,Chennai,2013,68000,Diesel,Manual,Second & Above,22.07,1199.0,73.9,5.0,4.8
975,ford endeavour,Kochi,2019,11209,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,31.15
977,chevrolet beat,Bangalore,2012,65000,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.4
982,ford ecosport,Bangalore,2015,47037,Diesel,Manual,Second & Above,22.77,1498.0,98.59,5.0,7.0
984,bmw 5,Mumbai,2012,61240,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,17.5
990,honda jazz,Kolkata,2016,27210,Diesel,Manual,First,27.3,1498.0,98.6,5.0,5.85
991,maruti ciaz,Delhi,2017,26322,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.9
993,mercedes-benz new,Kochi,2015,63983,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,16.56
997,maruti swift,Coimbatore,2017,24852,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,8.08
1004,bmw 3,Kolkata,2013,21983,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,16.5
1005,bmw 5,Delhi,2013,76000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,19.0
1007,hyundai i20,Hyderabad,2015,26000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.2
1009,maruti swift,Hyderabad,2014,81000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.1
1010,ford ecosport,Coimbatore,2019,23154,Diesel,Manual,First,23.0,1498.0,98.96,5.0,11.65
1012,toyota innova,Chennai,2017,67489,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.5
1013,mahindra scorpio,Bangalore,2008,176000,Diesel,Manual,Second & Above,10.5,2179.0,120.0,8.0,4.3
1015,hyundai verna,Ahmedabad,2014,63003,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.75
1016,mahindra xuv500,Chennai,2014,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.4
1017,volkswagen vento,Coimbatore,2014,56658,Diesel,Manual,First,20.64,1498.0,108.5,5.0,5.39
1018,maruti swift,Kochi,2019,18592,Diesel,Manual,First,26.59,1248.0,74.0,5.0,8.51
1020,maruti swift,Kolkata,2012,82000,Diesel,Manual,Second & Above,22.9,1248.0,74.0,5.0,2.5
1021,volkswagen polo,Chennai,2013,60000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.75
1023,hyundai i20,Bangalore,2014,67000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.5
1025,chevrolet beat,Kochi,2014,52398,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.47
1029,bmw 5,Pune,2008,112500,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,7.99
1030,toyota fortuner,Kochi,2013,105072,Diesel,Manual,First,14.24,2755.0,174.5,7.0,13.28
1033,hyundai xcent,Coimbatore,2016,14656,Diesel,Manual,First,24.4,1120.0,71.0,5.0,6.99
1034,bmw 3,Hyderabad,2010,105000,Diesel,Automatic,Second & Above,13.2,1995.0,170.0,5.0,11.0
1042,hyundai xcent,Chennai,2016,80000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3.5
1044,audi a4,Hyderabad,2015,45000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,25.0
1046,toyota innova,Hyderabad,2015,84415,Diesel,Manual,First,12.99,2494.0,100.6,8.0,13.5
1048,ford ecosport,Kolkata,2013,44000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,4.9
1051,volkswagen polo,Kolkata,2014,35000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.8
1052,mercedes-benz new,Mumbai,2010,49000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,8.95
1053,ford ecosport,Hyderabad,2013,69000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.2
1055,maruti swift,Delhi,2014,68462,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.15
1057,renault duster,Pune,2014,90000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,7.25
1060,chevrolet beat,Chennai,2011,109500,Diesel,Manual,Second & Above,25.44,936.0,57.6,5.0,1.5
1061,mahindra xuv500,Delhi,2017,13363,Diesel,Manual,First,16.0,1997.0,140.0,7.0,12.0
1065,toyota innova,Bangalore,2016,108000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,20.5
1068,toyota etios,Pune,2012,225000,Diesel,Manual,Second & Above,23.59,1364.0,123.95847826488415,5.0,2.6
1069,maruti swift,Kolkata,2014,45000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.85
1070,hyundai i20,Kochi,2010,93401,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.48
1071,ford figo,Hyderabad,2017,95802,Diesel,Manual,Second & Above,25.83,1498.0,99.0,5.0,4.55
1072,maruti ertiga,Pune,2016,130000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,7.0
1073,maruti ertiga,Ahmedabad,2013,67443,Diesel,Manual,First,20.77,1248.0,88.8,7.0,5.75
1076,ford endeavour,Hyderabad,2016,68000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,29.5
1077,maruti vitara,Kochi,2019,34688,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.49
1079,maruti swift,Pune,2016,58000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,7.55
1083,toyota corolla,Kolkata,2015,45000,Diesel,Manual,First,21.43,1364.0,87.2,5.0,7.35
1094,maruti vitara,Kolkata,2017,35000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,6.5
1097,hyundai verna,Kochi,2014,89614,Diesel,Manual,First,22.0,1582.0,126.2,5.0,6.01
1101,toyota innova,Chennai,2011,248000,Diesel,Manual,Second & Above,12.8,2494.0,102.0,7.0,9.2
1102,hyundai verna,Pune,2012,94900,Diesel,Manual,First,16.8,1493.0,110.0,5.0,5.35
1104,audi q7,Coimbatore,2015,53735,Diesel,Automatic,Second & Above,12.07,2967.0,241.4,7.0,38.94
1106,bmw 5,Bangalore,2013,58500,Diesel,Automatic,Second & Above,17.09,1995.0,218.0,5.0,27.5
1114,hyundai i20,Hyderabad,2016,33016,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.85
1115,toyota etios,Chennai,2012,48000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,5.25
1116,toyota corolla,Coimbatore,2014,72022,Diesel,Manual,First,21.43,1364.0,87.2,5.0,9.23
1118,volkswagen polo,Hyderabad,2014,69000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,5.19
1120,mercedes-benz e-class,Hyderabad,2013,34700,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,24.5
1121,maruti swift,Pune,2015,79000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,5.75
1125,maruti swift,Kolkata,2014,57000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,3.89
1126,honda city,Coimbatore,2018,45555,Diesel,Manual,First,26.0,1498.0,98.6,5.0,11.73
1128,skoda superb,Jaipur,2014,93325,Diesel,Manual,Second & Above,17.2,1968.0,138.1,5.0,14.45
1129,maruti ertiga,Ahmedabad,2018,38000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8.7
1130,hyundai grand,Kochi,2016,57738,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.04
1131,maruti ciaz,Jaipur,2017,38282,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.5
1132,mercedes-benz new,Delhi,2014,64000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,15.65
1137,bmw 3,Jaipur,2013,62655,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,14.5
1138,bmw 5,Bangalore,2015,16900,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,44.0
1140,toyota innova,Hyderabad,2016,69000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.75
1141,renault duster,Coimbatore,2017,30090,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,11.44
1142,tata indica,Chennai,2011,120000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,1.75
1143,maruti swift,Bangalore,2013,23000,Diesel,Manual,First,17.8,1248.0,123.95847826488415,5.0,5.6
1145,mahindra xuv500,Coimbatore,2013,116694,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.57
1147,maruti vitara,Coimbatore,2018,64456,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.46
1158,maruti sx4,Chennai,2011,80000,Diesel,Manual,Second & Above,21.5,1248.0,88.8,5.0,3.5
1162,maruti swift,Jaipur,2016,54897,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,7.3
1164,maruti sx4,Chennai,2015,73000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,8.25
1169,mercedes-benz new,Mumbai,2010,39000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,9.5
1172,maruti swift,Hyderabad,2015,58000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.95
1180,honda city,Ahmedabad,2014,66000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.7
1181,toyota innova,Ahmedabad,2013,119000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,8.0
1186,maruti swift,Jaipur,2016,41460,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.9
1188,hyundai verna,Ahmedabad,2013,87000,Diesel,Automatic,First,22.0,1582.0,126.2,5.0,5.9
1191,toyota etios,Coimbatore,2016,53702,Diesel,Manual,First,23.59,1364.0,67.04,5.0,6.55
1193,ford figo,Kolkata,2012,36542,Diesel,Manual,First,20.0,1399.0,68.05,5.0,2.65
1194,mercedes-benz e-class,Mumbai,2017,15000,Diesel,Automatic,First,13.0,2987.0,265.0,5.0,69.5
1195,bmw 3,Chennai,2012,65000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,14.0
1197,toyota innova,Hyderabad,2017,24393,Diesel,Manual,First,13.68,2393.0,147.8,7.0,20.4
1203,volkswagen vento,Coimbatore,2013,62746,Diesel,Manual,Second & Above,20.54,1598.0,103.6,5.0,5.9
1204,land rover,Hyderabad,2012,96000,Diesel,Automatic,First,12.35,2179.0,187.74,5.0,18.98
1206,maruti ertiga,Mumbai,2016,54000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,7.75
1207,toyota innova,Chennai,2016,90000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,13.9
1209,audi q7,Mumbai,2015,65938,Diesel,Automatic,Second & Above,12.07,2967.0,241.4,7.0,38.0
1211,volkswagen vento,Hyderabad,2017,3600,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,12.25
1213,ford figo,Mumbai,2014,54000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.25
1220,bmw 5,Ahmedabad,2014,35000,Diesel,Automatic,Second & Above,18.12,1995.0,190.0,5.0,23.0
1222,mahindra scorpio,Coimbatore,2012,62729,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6.32
1223,volkswagen vento,Kolkata,2012,34000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.4
1230,toyota corolla,Ahmedabad,2012,52000,Diesel,Manual,First,21.43,1364.0,86.79,5.0,6.5
1231,mahindra xuv500,Bangalore,2014,65213,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.45
1232,hyundai xcent,Mumbai,2016,170000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.0
1233,mercedes-benz e-class,Kochi,2017,36884,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,32.25
1238,hyundai i20,Mumbai,2014,12400,Diesel,Manual,First,21.9,1396.0,88.8,5.0,4.65
